week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,weekly_views
2021-12-26,films (english),9,the christmas chronicles part two,,10990000,
2021-12-26,films (english),10,a boy called christmas,,9120000,
2021-12-26,films (non-english),1,vicky and her mystery,,8150000,
2021-12-26,films (non-english),2,grumpy christmas,,8140000,
2021-12-26,films (non-english),3,1000 miles from christmas,,6940000,
2021-12-26,films (non-english),4,minnal murali,,5990000,
2021-12-26,films (non-english),5,stand by me doraemon 2,,2990000,
2021-12-26,films (non-english),6,the whole truth,,2970000,
2021-12-26,films (non-english),7,the hand of god,,2940000,
2021-12-26,films (non-english),8,anonymously yours,,2800000,
2021-12-26,films (non-english),9,david and the elves,,2450000,
2021-12-26,films (non-english),10,sooryavanshi,,2390000,
2021-12-26,tv (english),1,the witcher,The Witcher: Season 2,168460000,
2021-12-26,tv (english),2,emily in paris,Emily in Paris: Season 2,107640000,
2021-12-26,tv (english),3,the witcher,The Witcher: Season 1,60670000,
2021-12-26,tv (english),4,emily in paris,Emily in Paris: Season 1,18040000,
2021-12-26,tv (english),5,titans,Titans: Season 3,12560000,
2021-12-26,tv (english),6,lost in space,Lost in Space: Season 3,11650000,
2021-12-26,tv (english),7,wwii in color road to victory,WWII in Color: Road to Victory: Season 1,9510000,
2021-12-26,tv (english),8,paw patrol,PAW Patrol: Season 6,9360000,
2021-12-26,tv (english),9,cocomelon,CoComelon: Season 4,9260000,
2021-12-26,tv (english),10,maid,Maid: Limited Series,8750000,
2021-12-26,tv (non-english),1,money heist,Money Heist: Part 5,33470000,
2021-12-26,tv (non-english),2,the queen of flow,The Queen of Flow: Season 2,30560000,
2021-12-26,tv (non-english),3,the silent sea,The Silent Sea: Season 1,22230000,
2021-12-26,tv (non-english),4,the girl from oslo,The Girl from Oslo: Season 1,19780000,
2021-12-26,tv (non-english),5,squid game,Squid Game: Season 1,15100000,
2021-12-26,tv (non-english),6,the kings affection,The King's Affection: Season 1,13050000,
2021-12-26,tv (non-english),7,daughter from another mother,Daughter From Another Mother: Season 2,13040000,
2021-12-26,tv (non-english),8,the queen of flow,The Queen of Flow: Season 1,10810000,
2021-12-26,tv (non-english),9,our beloved summer,Our Beloved Summer: Season 1,9980000,
2021-12-26,tv (non-english),10,carinha de anjo,Carinha de Anjo: Season 1,9420000,
2021-12-19,films (english),1,the unforgivable,,74440000,
2021-12-19,films (english),2,back to the outback,,38990000,
2021-12-19,films (english),3,a california christmas city lights,,22860000,
2021-12-19,films (english),4,red notice,,12710000,
2021-12-19,films (english),5,the shack,,11730000,
2021-12-19,films (english),6,spiderman homecoming,,9370000,
2021-12-19,films (english),7,john wick chapter 3 parabellum,,8790000,
2021-12-19,films (english),8,the christmas chronicles,,8430000,
2021-12-19,films (english),9,the christmas chronicles part two,,7840000,
2021-12-19,films (english),10,a boy called christmas,,7270000,
2021-12-19,films (non-english),1,anonymously yours,,12020000,
2021-12-19,films (non-english),2,the hand of god,,7710000,
2021-12-19,films (non-english),3,two,,6000000,
2021-12-19,films (non-english),4,the whole truth,,4640000,
2021-12-19,films (non-english),5,sooryavanshi,,4000000,
2021-12-19,films (non-english),6,bordertown mural murders,,3540000,
2021-12-19,films (non-english),7,david and the elves,,3360000,
2021-12-19,films (non-english),8,spoiled brats,,3350000,
2021-12-19,films (non-english),9,escape from mogadishu,,3260000,
2021-12-19,films (non-english),10,green snake,,2970000,
2021-12-19,tv (english),1,the witcher,The Witcher: Season 2,142430000,
2021-12-19,tv (english),2,the witcher,The Witcher: Season 1,49180000,
2021-12-19,tv (english),3,titans,Titans: Season 3,23810000,
2021-12-19,tv (english),4,lost in space,Lost in Space: Season 3,19010000,
2021-12-19,tv (english),5,selling tampa,Selling Tampa: Season 1,14230000,
2021-12-19,tv (english),6,lost in space,Lost in Space: Season 1,11960000,
2021-12-19,tv (english),7,maid,Maid: Limited Series,10620000,
2021-12-19,tv (english),8,titans,Titans: Season 1,10340000,
2021-12-19,tv (english),9,arcane,Arcane: Season 1,10010000,
2021-12-19,tv (english),10,cocomelon,CoComelon: Season 4,10000000,
2021-12-19,tv (non-english),1,money heist,Money Heist: Part 5,55010000,
2021-12-19,tv (non-english),2,the queen of flow,The Queen of Flow: Season 2,39980000,
2021-12-19,tv (non-english),3,the kings affection,The King's Affection: Season 1,18120000,
2021-12-19,tv (non-english),4,squid game,Squid Game: Season 1,15430000,
2021-12-19,tv (non-english),5,the queen of flow,The Queen of Flow: Season 1,12970000,
2021-12-19,tv (non-english),6,money heist,Money Heist: Part 1,12590000,
2021-12-19,tv (non-english),7,carinha de anjo,Carinha de Anjo: Season 1,11290000,
2021-12-19,tv (non-english),8,aranyak,Aranyak: Season 1,10360000,
2021-12-19,tv (non-english),9,yo soy betty la fea,"Yo soy Betty, la fea: Season 1",8010000,
2021-12-19,tv (non-english),10,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,7520000,
2021-12-12,films (english),1,the unforgivable,,85860000,
2021-12-12,films (english),2,red notice,,18010000,
2021-12-12,films (english),3,back to the outback,,16170000,
2021-12-12,films (english),4,the power of the dog,,13280000,
2021-12-12,films (english),5,single all the way,,11140000,
2021-12-12,films (english),6,a boy called christmas,,10750000,
2021-12-12,films (english),7,a castle for christmas,,10050000,
2021-12-12,films (english),8,redemption day,,9790000,
2021-12-12,films (english),9,bruised,,8970000,
2021-12-12,films (english),10,the christmas chronicles,,8510000,
2021-12-12,films (non-english),1,the whole truth,,10540000,
2021-12-12,films (non-english),2,spoiled brats,,9820000,
2021-12-12,films (non-english),3,david and the elves,,9110000,
2021-12-12,films (non-english),4,anonymously yours,,8970000,
2021-12-12,films (non-english),5,sooryavanshi,,8840000,
2021-12-12,films (non-english),6,green snake,,6920000,
2021-12-12,films (non-english),7,more the merrier,,6010000,
2021-12-12,films (non-english),8,bordertown mural murders,,5560000,
2021-12-12,films (non-english),9,two,,5020000,
2021-12-12,films (non-english),10,the claus family,,2610000,
2021-12-12,tv (english),1,lost in space,Lost in Space: Season 3,35820000,
2021-12-12,tv (english),2,titans,Titans: Season 3,26000000,
2021-12-12,tv (english),3,lost in space,Lost in Space: Season 1,23200000,
2021-12-12,tv (english),4,jurassic world camp cretaceous,Jurassic World Camp Cretaceous: Season 4,17420000,
2021-12-12,tv (english),5,lost in space,Lost in Space: Season 2,15240000,
2021-12-12,tv (english),6,the witcher,The Witcher: Season 1,14180000,
2021-12-12,tv (english),7,arcane,Arcane: Season 1,13470000,
2021-12-12,tv (english),8,maid,Maid: Limited Series,12540000,
2021-12-12,tv (english),9,true story,True Story: Limited Series,12160000,
2021-12-12,tv (english),10,selling sunset,Selling Sunset: Season 4,11100000,
2021-12-12,tv (non-english),1,money heist,Money Heist: Part 5,147950000,
2021-12-12,tv (non-english),2,the queen of flow,The Queen of Flow: Season 2,49990000,
2021-12-12,tv (non-english),3,money heist,Money Heist: Part 1,19870000,
2021-12-12,tv (non-english),4,squid game,Squid Game: Season 1,18170000,
2021-12-12,tv (non-english),5,the kings affection,The King's Affection: Season 1,16650000,
2021-12-12,tv (non-english),6,the queen of flow,The Queen of Flow: Season 1,14520000,
2021-12-12,tv (non-english),7,carinha de anjo,Carinha de Anjo: Season 1,11230000,
2021-12-12,tv (non-english),8,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,9680000,
2021-12-12,tv (non-english),9,hellbound,Hellbound: Season 1,9470000,
2021-12-12,tv (non-english),10,money heist,Money Heist: Part 2,8170000,
2021-12-05,films (english),1,the power of the dog,,27200000,
2021-12-05,films (english),2,a castle for christmas,,25550000,
2021-12-05,films (english),3,red notice,,25400000,
2021-12-05,films (english),4,bruised,,23370000,
2021-12-05,films (english),5,a boy called christmas,,19360000,
2021-12-05,films (english),6,single all the way,,13820000,
2021-12-05,films (english),7,14 peaks nothing is impossible,,12170000,
2021-12-05,films (english),8,the christmas chronicles,,7940000,
2021-12-05,films (english),9,the christmas chronicles part two,,7790000,
2021-12-05,films (english),10,love hard,,7240000,
2021-12-05,films (non-english),1,spoiled brats,,26730000,
2021-12-05,films (non-english),2,the whole truth,,11950000,
2021-12-05,films (non-english),3,green snake,,10650000,
2021-12-05,films (non-english),4,more the merrier,,10320000,
2021-12-05,films (non-english),5,sooryavanshi,,7110000,
2021-12-05,films (non-english),6,outlaws,,3200000,
2021-12-05,films (non-english),7,the claus family,,2870000,
2021-12-05,films (non-english),8,just short of perfect,,2460000,
2021-12-05,films (non-english),9,dhamaka,,2350000,
2021-12-05,films (non-english),10,bordertown mural murders,,2100000,
2021-12-05,tv (english),1,lost in space,Lost in Space: Season 3,47380000,
2021-12-05,tv (english),2,true story,True Story: Limited Series,29810000,
2021-12-05,tv (english),3,selling sunset,Selling Sunset: Season 4,23660000,
2021-12-05,tv (english),4,lost in space,Lost in Space: Season 1,20920000,
2021-12-05,tv (english),5,arcane,Arcane: Season 1,18180000,
2021-12-05,tv (english),6,school of chocolate,School of Chocolate: Season 1,17090000,
2021-12-05,tv (english),7,jurassic world camp cretaceous,Jurassic World Camp Cretaceous: Season 4,16900000,
2021-12-05,tv (english),8,maid,Maid: Limited Series,15800000,
2021-12-05,tv (english),9,cowboy bebop,Cowboy Bebop: Season 1,15260000,
2021-12-05,tv (english),10,you,You: Season 3,12490000,
2021-12-05,tv (non-english),1,money heist,Money Heist: Part 5,189920000,
2021-12-05,tv (non-english),2,the queen of flow,The Queen of Flow: Season 2,59460000,
2021-12-05,tv (non-english),3,hellbound,Hellbound: Season 1,22380000,
2021-12-05,tv (non-english),4,squid game,Squid Game: Season 1,21200000,
2021-12-05,tv (non-english),5,elves,Elves: Season 1,17940000,
2021-12-05,tv (non-english),6,the kings affection,The King's Affection: Season 1,16360000,
2021-12-05,tv (non-english),7,the queen of flow,The Queen of Flow: Season 1,14960000,
2021-12-05,tv (non-english),8,jojos bizarre adventure,JoJo's Bizarre Adventure: STONE OCEAN,13980000,
2021-12-05,tv (non-english),9,carinha de anjo,Carinha de Anjo: Season 1,11720000,
2021-12-05,tv (non-english),10,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,11560000,
2021-11-28,films (english),1,red notice,,50650000,
2021-11-28,films (english),2,bruised,,47700000,
2021-11-28,films (english),3,a boy called christmas,,26820000,
2021-11-28,films (english),4,a castle for christmas,,20870000,
2021-11-28,films (english),5,the princess switch 3 romancing the star,,16250000,
2021-11-28,films (english),6,the croods,,15860000,
2021-11-28,films (english),7,jack reacher never go back,,14670000,
2021-11-28,films (english),8,extinct,,13320000,
2021-11-28,films (english),9,central intelligence,,10520000,
2021-11-28,films (english),10,love hard,,9780000,
2021-11-28,films (non-english),1,spoiled brats,,15830000,
2021-11-28,films (non-english),2,outlaws,,8730000,
2021-11-28,films (non-english),3,just short of perfect,,8210000,
2021-11-28,films (non-english),4,love me instead,,5880000,
2021-11-28,films (non-english),5,dhamaka,,4820000,
2021-11-28,films (non-english),6,earwig and the witch,,3720000,
2021-11-28,films (non-english),7,prayers for the stolen,,2780000,
2021-11-28,films (non-english),8,yara,,2640000,
2021-11-28,films (non-english),9,the claus family,,2500000,
2021-11-28,films (non-english),10,sinkhole,,2260000,
2021-11-28,tv (english),1,true story,True Story: Limited Series,48850000,
2021-11-28,tv (english),2,cowboy bebop,Cowboy Bebop: Season 1,36950000,
2021-11-28,tv (english),3,selling sunset,Selling Sunset: Season 4,33080000,
2021-11-28,tv (english),4,arcane,Arcane: Season 1,29660000,
2021-11-28,tv (english),5,maid,Maid: Limited Series,20490000,
2021-11-28,tv (english),6,narcos mexico,Narcos: Mexico: Season 3,17430000,
2021-11-28,tv (english),7,you,You: Season 3,17070000,
2021-11-28,tv (english),8,tiger king,Tiger King 2,16430000,
2021-11-28,tv (english),9,cocomelon,CoComelon: Season 4,11050000,
2021-11-28,tv (english),10,dynasty,Dynasty: Season 4,10560000,
2021-11-28,tv (non-english),1,the queen of flow,The Queen of Flow: Season 2,69030000,
2021-11-28,tv (non-english),2,hellbound,Hellbound: Season 1,67520000,
2021-11-28,tv (non-english),3,squid game,Squid Game: Season 1,25730000,
2021-11-28,tv (non-english),4,the kings affection,The King's Affection: Season 1,15920000,
2021-11-28,tv (non-english),5,the queen of flow,The Queen of Flow: Season 1,14460000,
2021-11-28,tv (non-english),6,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,13310000,
2021-11-28,tv (non-english),7,carinha de anjo,Carinha de Anjo: Season 1,12410000,
2021-11-28,tv (non-english),8,yo soy betty la fea,"Yo soy Betty, la fea: Season 1",8130000,
2021-11-28,tv (non-english),9,edens zero,EDENS ZERO: Season 1,7470000,
2021-11-28,tv (non-english),10,elves,Elves: Season 1,6660000,
2021-11-21,films (english),1,red notice,,129110000,
2021-11-21,films (english),2,the princess switch 3 romancing the star,,24770000,
2021-11-21,films (english),3,love hard,,21240000,
2021-11-21,films (english),4,central intelligence,,14910000,
2021-11-21,films (english),5,the harder they fall,,13770000,
2021-11-21,films (english),6,the croods,,13440000,
2021-11-21,films (english),7,army of thieves,,12260000,
2021-11-21,films (english),8,trolls,,10120000,
2021-11-21,films (english),9,6 underground,,7770000,
2021-11-21,films (english),10,goosebumps 2 haunted halloween,,7680000,
2021-11-21,films (non-english),1,just short of perfect,,9630000,
2021-11-21,films (non-english),2,7 prisoners,,9570000,
2021-11-21,films (non-english),3,yara,,5660000,
2021-11-21,films (non-english),4,prayers for the stolen,,4700000,
2021-11-21,films (non-english),5,dhamaka,,4200000,
2021-11-21,films (non-english),6,love me instead,,3000000,
2021-11-21,films (non-english),7,the claus family,,2420000,
2021-11-21,films (non-english),8,earwig and the witch,,2100000,
2021-11-21,films (non-english),9,the forgotten battle,,1940000,
2021-11-21,films (non-english),10,meenakshi sundareshwar,,1900000,
2021-11-21,tv (english),1,arcane,Arcane: Season 1,38420000,
2021-11-21,tv (english),2,tiger king,Tiger King 2,30030000,
2021-11-21,tv (english),3,narcos mexico,Narcos: Mexico: Season 3,27540000,
2021-11-21,tv (english),4,maid,Maid: Limited Series,23920000,
2021-11-21,tv (english),5,you,You: Season 3,23460000,
2021-11-21,tv (english),6,cowboy bebop,Cowboy Bebop: Season 1,21630000,
2021-11-21,tv (english),7,dynasty,Dynasty: Season 4,15060000,
2021-11-21,tv (english),8,locke key,Locke & Key: Season 2,12340000,
2021-11-21,tv (english),9,you,You: Season 2,11670000,
2021-11-21,tv (english),10,big mouth,Big Mouth: Season 5,11410000,
2021-11-21,tv (non-english),1,hellbound,Hellbound: Season 1,43480000,
2021-11-21,tv (non-english),2,the queen of flow,The Queen of Flow: Season 2,38640000,
2021-11-21,tv (non-english),3,squid game,Squid Game: Season 1,30410000,
2021-11-21,tv (non-english),4,the kings affection,The King's Affection: Season 1,15640000,
2021-11-21,tv (non-english),5,carinha de anjo,Carinha de Anjo: Season 1,13180000,
2021-11-21,tv (non-english),6,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,13150000,
2021-11-21,tv (non-english),7,christmas flow,Christmas Flow: Season 1,9720000,
2021-11-21,tv (non-english),8,the queen of flow,The Queen of Flow: Season 1,8810000,
2021-11-21,tv (non-english),9,love never lies,Love Never Lies: Season 1,8370000,
2021-11-21,tv (non-english),10,yo soy betty la fea,"Yo soy Betty, la fea: Season 1",7800000,
2021-11-14,films (english),1,red notice,,148720000,
2021-11-14,films (english),2,love hard,,58560000,
2021-11-14,films (english),3,the harder they fall,,33060000,
2021-11-14,films (english),4,army of thieves,,20560000,
2021-11-14,films (english),5,father christmas is back,,13780000,
2021-11-14,films (english),6,211,,7900000,
2021-11-14,films (english),7,army of the dead,,7620000,
2021-11-14,films (english),8,passing,,7490000,
2021-11-14,films (english),9,transformers the last knight,,6920000,
2021-11-14,films (english),10,jumanji the next level,,6760000,
2021-11-14,films (non-english),1,yara,,17950000,
2021-11-14,films (non-english),2,7 prisoners,,9690000,
2021-11-14,films (non-english),3,the claus family,,4440000,
2021-11-14,films (non-english),4,meenakshi sundareshwar,,4410000,
2021-11-14,films (non-english),5,the forgotten battle,,2630000,
2021-11-14,films (non-english),6,stuck together,,2610000,
2021-11-14,films (non-english),7,lords of scam,,2120000,
2021-11-14,films (non-english),8,fierce,,1800000,
2021-11-14,films (non-english),9,der fall collini,,1590000,
2021-11-14,films (non-english),10,doctor tamil,,1430000,
2021-11-14,tv (english),1,narcos mexico,Narcos: Mexico: Season 3,50290000,
2021-11-14,tv (english),2,arcane,Arcane: Season 1,34170000,
2021-11-14,tv (english),3,you,You: Season 3,33720000,
2021-11-14,tv (english),4,maid,Maid: Limited Series,29480000,
2021-11-14,tv (english),5,big mouth,Big Mouth: Season 5,25390000,
2021-11-14,tv (english),6,dynasty,Dynasty: Season 4,21020000,
2021-11-14,tv (english),7,locke key,Locke & Key: Season 2,18770000,
2021-11-14,tv (english),8,narcos mexico,Narcos: Mexico: Season 1,15570000,
2021-11-14,tv (english),9,you,You: Season 2,15520000,
2021-11-14,tv (english),10,you,You: Season 1,14570000,
2021-11-14,tv (non-english),1,squid game,Squid Game: Season 1,42790000,
2021-11-14,tv (non-english),2,the kings affection,The King's Affection: Season 1,14120000,
2021-11-14,tv (non-english),3,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,13820000,
2021-11-14,tv (non-english),4,carinha de anjo,Carinha de Anjo: Season 1,13660000,
2021-11-14,tv (non-english),5,my name,My Name: Season 1,10820000,
2021-11-14,tv (non-english),6,where is marta,Where is Marta?: Limited Series,8640000,
2021-11-14,tv (non-english),7,the five juanas,The Five Juanas: Season 1,8490000,
2021-11-14,tv (non-english),8,the club,The Club: Season 1,7860000,
2021-11-14,tv (non-english),9,yo soy betty la fea,"Yo soy Betty, la fea: Season 1",7650000,
2021-11-14,tv (non-english),10,demon slayer kimetsu no yaiba,"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Unwavering Resolve Arc",6060000,
2021-11-07,films (english),1,army of thieves,,71610000,
2021-11-07,films (english),2,the harder they fall,,64760000,
2021-11-07,films (english),3,love hard,,40530000,
2021-11-07,films (english),4,army of the dead,,16910000,
2021-11-07,films (english),5,transformers the last knight,,13180000,
2021-11-07,films (english),6,21 jump street,,11690000,
2021-11-07,films (english),7,hypnotic,,11140000,
2021-11-07,films (english),8,the girl in the spiders web,,6580000,
2021-11-07,films (english),9,amina,,6110000,
2021-11-07,films (english),10,just go with it,,5740000,
2021-11-07,films (non-english),1,yara,,11610000,
2021-11-07,films (non-english),2,the claus family,,6760000,
2021-11-07,films (non-english),3,stuck together,,5780000,
2021-11-07,films (non-english),4,the forgotten battle,,3860000,
2021-11-07,films (non-english),5,der fall collini,,3230000,
2021-11-07,films (non-english),6,meenakshi sundareshwar,,2820000,
2021-11-07,films (non-english),7,nobody sleeps in the woods tonight 2,,2660000,
2021-11-07,films (non-english),8,monk comes down the mountain,,1590000,
2021-11-07,films (non-english),9,the trip,,1540000,
2021-11-07,films (non-english),10,doctor tamil,,1530000,
2021-11-07,tv (english),1,you,You: Season 3,52590000,
2021-11-07,tv (english),2,maid,Maid: Limited Series,41290000,
2021-11-07,tv (english),3,locke key,Locke & Key: Season 2,32250000,
2021-11-07,tv (english),4,dynasty,Dynasty: Season 4,32050000,
2021-11-07,tv (english),5,narcos mexico,Narcos: Mexico: Season 3,28150000,
2021-11-07,tv (english),6,you,You: Season 2,21660000,
2021-11-07,tv (english),7,maya and the three,Maya and the Three: Limited Series,21470000,
2021-11-07,tv (english),8,you,You: Season 1,20910000,
2021-11-07,tv (english),9,big mouth,Big Mouth: Season 5,19570000,
2021-11-07,tv (english),10,locke key,Locke & Key: Season 1,15950000,
2021-11-07,tv (non-english),1,squid game,Squid Game: Season 1,65000000,
2021-11-07,tv (non-english),2,my name,My Name: Season 1,18430000,
2021-11-07,tv (non-english),3,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,16010000,
2021-11-07,tv (non-english),4,carinha de anjo,Carinha de Anjo: Season 1,14090000,
2021-11-07,tv (non-english),5,the five juanas,The Five Juanas: Season 1,13000000,
2021-11-07,tv (non-english),6,the kings affection,The King's Affection: Season 1,11990000,
2021-11-07,tv (non-english),7,sintonia,Sintonia: Season 2,11010000,
2021-11-07,tv (non-english),8,luis miguel the series,Luis Miguel - The Series: Season 3,9720000,
2021-11-07,tv (non-english),9,demon slayer kimetsu no yaiba,"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Unwavering Resolve Arc",7940000,
2021-11-07,tv (non-english),10,yo soy betty la fea,"Yo soy Betty, la fea: Season 1",7710000,
2021-10-31,films (english),1,army of thieves,,49640000,
2021-10-31,films (english),2,hypnotic,,24620000,
2021-10-31,films (english),3,night teeth,,17010000,
2021-10-31,films (english),4,final score,,9840000,
2021-10-31,films (english),5,king arthur legend of the sword,,9150000,
2021-10-31,films (english),6,only mine,,6670000,
2021-10-31,films (english),7,army of the dead,,5780000,
2021-10-31,films (english),8,bloodshot,,5600000,
2021-10-31,films (english),9,a dogs journey,,5350000,
2021-10-31,films (english),10,venom,,4190000,
2021-10-31,films (non-english),1,stuck together,,12000000,
2021-10-31,films (non-english),2,the forgotten battle,,8410000,
2021-10-31,films (non-english),3,nobody sleeps in the woods tonight 2,,6560000,
2021-10-31,films (non-english),4,in for a murder,,4790000,
2021-10-31,films (non-english),5,the trip,,3310000,
2021-10-31,films (non-english),6,nobody sleeps in the woods tonight,,1900000,
2021-10-31,films (non-english),7,friendzone,,1410000,
2021-10-31,films (non-english),8,the four of us,,1190000,
2021-10-31,films (non-english),9,budapest,,1170000,
2021-10-31,films (non-english),10,grudge,,1110000,
2021-10-31,tv (english),1,you,You: Season 3,82790000,
2021-10-31,tv (english),2,maid,Maid: Limited Series,56700000,
2021-10-31,tv (english),3,locke key,Locke & Key: Season 2,56490000,
2021-10-31,tv (english),4,dynasty,Dynasty: Season 4,47820000,
2021-10-31,tv (english),5,maya and the three,Maya and the Three: Limited Series,34000000,
2021-10-31,tv (english),6,you,You: Season 1,29880000,
2021-10-31,tv (english),7,you,You: Season 2,28050000,
2021-10-31,tv (english),8,locke key,Locke & Key: Season 1,24590000,
2021-10-31,tv (english),9,inside job,Inside Job: Part 1,21240000,
2021-10-31,tv (english),10,cocomelon,CoComelon: Season 4,13710000,
2021-10-31,tv (non-english),1,squid game,Squid Game: Season 1,90100000,
2021-10-31,tv (non-english),2,my name,My Name: Season 1,38580000,
2021-10-31,tv (non-english),3,sintonia,Sintonia: Season 2,25890000,
2021-10-31,tv (non-english),4,the five juanas,The Five Juanas: Season 1,19410000,
2021-10-31,tv (non-english),5,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,18290000,
2021-10-31,tv (non-english),6,carinha de anjo,Carinha de Anjo: Season 1,14070000,
2021-10-31,tv (non-english),7,luis miguel the series,Luis Miguel - The Series: Season 3,9990000,
2021-10-31,tv (non-english),8,the kings affection,The King's Affection: Season 1,9740000,
2021-10-31,tv (non-english),9,love is blind brazil,Love Is Blind: Brazil: Season 1,9130000,
2021-10-31,tv (non-english),10,the chestnut man,The Chestnut Man: Season 1,8910000,
2021-10-24,films (english),1,night teeth,,31870000,
2021-10-24,films (english),2,venom,,7900000,
2021-10-24,films (english),3,what happens in vegas,,7380000,
2021-10-24,films (english),4,a dogs journey,,5780000,
2021-10-24,films (english),5,my little pony a new generation,,5570000,
2021-10-24,films (english),6,unfaithful,,5350000,
2021-10-24,films (english),7,going in style,,4520000,
2021-10-24,films (english),8,the guilty,,4400000,
2021-10-24,films (english),9,street kings,,3440000,
2021-10-24,films (english),10,hotel transylvania 3 summer vacation,,3430000,
2021-10-24,films (non-english),1,the forgotten battle,,25800000,
2021-10-24,films (non-english),2,the trip,,11550000,
2021-10-24,films (non-english),3,stuck together,,9000000,
2021-10-24,films (non-english),4,in for a murder,,6520000,
2021-10-24,films (non-english),5,the four of us,,4140000,
2021-10-24,films (non-english),6,my brother my sister,,2680000,
2021-10-24,films (non-english),7,grudge,,2240000,
2021-10-24,films (non-english),8,friendzone,,1910000,
2021-10-24,films (non-english),9,confessions of an invisible girl,,1400000,
2021-10-24,films (non-english),10,beauty and the beast,,1150000,
2021-10-24,tv (english),1,you,You: Season 3,179000000,
2021-10-24,tv (english),2,maid,Maid: Limited Series,79040000,
2021-10-24,tv (english),3,you,You: Season 1,44810000,
2021-10-24,tv (english),4,locke key,Locke & Key: Season 2,35530000,
2021-10-24,tv (english),5,you,You: Season 2,33120000,
2021-10-24,tv (english),6,dynasty,Dynasty: Season 4,19970000,
2021-10-24,tv (english),7,sex education,Sex Education: Season 3,18380000,
2021-10-24,tv (english),8,cocomelon,CoComelon: Season 4,15930000,
2021-10-24,tv (english),9,another life,Another Life: Season 2,15760000,
2021-10-24,tv (english),10,locke key,Locke & Key: Season 1,15710000,
2021-10-24,tv (non-english),1,squid game,Squid Game: Season 1,147560000,
2021-10-24,tv (non-english),2,my name,My Name: Season 1,84530000,
2021-10-24,tv (non-english),3,the five juanas,The Five Juanas: Season 1,34600000,
2021-10-24,tv (non-english),4,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,31840000,
2021-10-24,tv (non-english),5,love is blind brazil,Love Is Blind: Brazil: Season 1,16290000,
2021-10-24,tv (non-english),6,carinha de anjo,Carinha de Anjo: Season 1,13930000,
2021-10-24,tv (non-english),7,the chestnut man,The Chestnut Man: Season 1,12900000,
2021-10-24,tv (non-english),8,alice in borderland,Alice in Borderland: Season 1,8700000,
2021-10-24,tv (non-english),9,yo soy betty la fea,"Yo soy Betty, la fea: Season 1",7710000,
2021-10-24,tv (non-english),10,the kings affection,The King's Affection: Season 1,6950000,
2021-10-17,films (english),1,venom,,20410000,
2021-10-17,films (english),2,the guilty,,12590000,
2021-10-17,films (english),3,security,,9470000,
2021-10-17,films (english),4,my little pony a new generation,,8220000,
2021-10-17,films (english),5,theres someone inside your house,,7380000,
2021-10-17,films (english),6,pokémon the movie secrets of the jungle,,7300000,
2021-10-17,films (english),7,redemption,,5800000,
2021-10-17,films (english),8,titanic,,5000000,
2021-10-17,films (english),9,going in style,,4950000,
2021-10-17,films (english),10,knight and day,,4770000,
2021-10-17,films (non-english),1,the forgotten battle,,21460000,
2021-10-17,films (non-english),2,my brother my sister,,7360000,
2021-10-17,films (non-english),3,grudge,,6060000,
2021-10-17,films (non-english),4,fever dream,,6030000,
2021-10-17,films (non-english),5,the trip,,3390000,
2021-10-17,films (non-english),6,friendzone,,3340000,
2021-10-17,films (non-english),7,confessions of an invisible girl,,2120000,
2021-10-17,films (non-english),8,anything for a pop star,,1870000,
2021-10-17,films (non-english),9,violet evergarden the movie,,1800000,
2021-10-17,films (non-english),10,beauty and the beast,,1800000,
2021-10-17,tv (english),1,you,You: Season 3,133120000,
2021-10-17,tv (english),2,maid,Maid: Limited Series,129280000,
2021-10-17,tv (english),3,sex education,Sex Education: Season 3,28190000,
2021-10-17,tv (english),4,shameless us,Shameless (U.S.): Season 11,23530000,
2021-10-17,tv (english),5,you,You: Season 1,23050000,
2021-10-17,tv (english),6,midnight mass,Midnight Mass: Limited Series,20940000,
2021-10-17,tv (english),7,a tale dark grimm,A Tale Dark & Grimm: Limited Series,18730000,
2021-10-17,tv (english),8,on my block,On My Block: Season 4,17360000,
2021-10-17,tv (english),9,the babysitters club,The Baby-Sitters Club: Season 2,17030000,
2021-10-17,tv (english),10,greys anatomy,Grey's Anatomy: Season 17,15990000,
2021-10-17,tv (non-english),1,squid game,Squid Game: Season 1,258840000,
2021-10-17,tv (non-english),2,the five juanas,The Five Juanas: Season 1,62890000,
2021-10-17,tv (non-english),3,my name,My Name: Season 1,41780000,
2021-10-17,tv (non-english),4,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,37740000,
2021-10-17,tv (non-english),5,the chestnut man,The Chestnut Man: Season 1,20720000,
2021-10-17,tv (non-english),6,alice in borderland,Alice in Borderland: Season 1,16310000,
